Dataset,Run,Cohort,Subject,Condition,TimePoint,BioReplicate,Experiment,Batch,Channel,Fraction,Species,Disease,Tissue,Enzyme,Notes
MSV000096122,ScltlMsclSet4BRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr16.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr16,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet4BRPhsFr9.mzML,ScltlMscl,,,,ScltlMscl,Set4,BRPhs,,Fr9,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr1.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr1,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr10.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr10,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr11.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr11,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr12.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr12,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr13.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr13,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr14.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr14,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr16.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr16,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr32.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr32,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet5BRPhsFr9.mzML,ScltlMscl,,,,ScltlMscl,Set5,BRPhs,,Fr9,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr1.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr1,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr10.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr10,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr11.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr11,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr12.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr12,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr13.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr13,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr14.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr14,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr32.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr32,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet6BRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set6,BRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr1.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr1,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr10.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr10,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr11.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr11,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr12.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr12,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr13.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr13,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr14.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr14,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr16.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr16,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr32.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr32,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet7rernBRPhsFr9.mzML,ScltlMscl,,,,ScltlMscl,Set7,rernBRPhs,,Fr9,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr1.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr1,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr10.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr10,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr11.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr11,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr12.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr12,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr13.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr13,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr14.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr14,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr16.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr16,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr32.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr32,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet8BRPhsFr9.mzML,ScltlMscl,,,,ScltlMscl,Set8,BRPhs,,Fr9,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr1.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr1,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr10.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr10,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr11.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr11,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr12.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr12,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr13.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr13,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr14.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr14,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr15.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr15,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr16.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr16,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr17.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr17,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr18.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr18,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr19.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr19,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr2.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr2,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr20.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr20,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr21.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr21,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr22.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr22,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr23.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr23,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr24.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr24,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr25.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr25,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr26.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr26,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr27.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr27,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr28.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr28,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr29.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr29,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr3.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr3,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr30.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr30,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr31.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr31,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr32.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr32,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr33.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr33,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr4.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr4,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr5.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr5,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr6.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr6,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr7.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr7,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr8.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr8,,,,,
MSV000096122,ScltlMsclSet9BRPhsFr9.mzML,ScltlMscl,,,,ScltlMscl,Set9,BRPhs,,Fr9,,,,,
